time;V(/VOUT);V(Net-_D1-K_);
1.08909;3.61385;1.71588;
1.08919;3.61341;1.71547;
1.08929;3.61385;1.71588;
1.08939;3.61341;1.71547;
1.08949;3.61385;1.71588;
1.08959;3.61341;1.71547;
1.08969;3.61385;1.71588;
1.08979;3.61341;1.71547;
1.08989;3.61385;1.71588;
1.08999;3.61341;1.71547;
1.09009;3.61385;1.71588;
1.09019;3.61342;1.71547;
1.09029;3.61385;1.71588;
1.09039;3.61342;1.71547;
1.09049;3.61384;1.71588;
1.09059;3.61342;1.71547;
1.09069;3.61384;1.71588;
1.09079;3.61342;1.71547;
1.09089;3.61384;1.71588;
1.09099;3.61342;1.71547;
1.09109;3.61384;1.71588;
1.09119;3.61342;1.71547;
1.09129;3.61384;1.71588;
1.09139;3.61342;1.71547;
1.09149;3.61384;1.71588;
1.09159;3.61342;1.71547;
1.09169;3.61384;1.71588;
1.09179;3.61342;1.71547;
1.09189;3.61384;1.71588;
1.09199;3.61342;1.71547;
1.09209;3.61384;1.71588;
1.09219;3.61342;1.71547;
1.09229;3.61384;1.71588;
1.09239;3.61342;1.71547;
1.09249;3.61384;1.71588;
1.09259;3.61342;1.71547;
1.09269;3.61384;1.71588;
1.09279;3.61342;1.71547;
1.09289;3.61384;1.71588;
1.09299;3.61342;1.71547;
1.09309;3.61384;1.71588;
1.09319;3.61342;1.71547;
1.09329;3.61384;1.71588;
1.09339;3.61342;1.71547;
1.09349;3.61384;1.71588;
1.09359;3.61342;1.71547;
1.09369;3.61384;1.71588;
1.09379;3.61342;1.71547;
1.09389;3.61384;1.71588;
1.09399;3.61342;1.71547;
1.09409;3.61384;1.71588;
1.09419;3.61342;1.71547;
1.09429;3.61384;1.71588;
1.09439;3.61342;1.71547;
1.09449;3.61384;1.71588;
1.09459;3.61342;1.71547;
1.09469;3.61384;1.71588;
1.09479;3.61342;1.71547;
1.09489;3.61384;1.71588;
1.09499;3.61342;1.71547;
1.09509;3.61384;1.71588;
1.09519;3.61342;1.71547;
1.09529;3.61384;1.71588;
1.09539;3.61342;1.71547;
1.09549;3.61384;1.71588;
1.09559;3.61342;1.71547;
1.09569;3.61384;1.71588;
1.09579;3.61342;1.71547;
1.09589;3.61384;1.71588;
1.09599;3.61342;1.71547;
1.09609;3.61384;1.71588;
1.09619;3.61342;1.71547;
1.09629;3.61384;1.71588;
1.09639;3.61342;1.71547;
1.09649;3.61384;1.71588;
1.09659;3.61342;1.71547;
1.09669;3.61384;1.71588;
1.09679;3.61342;1.71547;
1.09689;3.61384;1.71588;
1.09699;3.61342;1.71547;
1.09709;3.61384;1.71588;
1.09719;3.61342;1.71547;
1.09729;3.61384;1.71588;
1.09739;3.61342;1.71547;
1.09749;3.61384;1.71588;
1.09759;3.61342;1.71547;
1.09769;3.61384;1.71588;
1.09779;3.61342;1.71547;
1.09789;3.61384;1.71588;
1.09799;3.61342;1.71547;
1.09809;3.61384;1.71588;
1.09819;3.61342;1.71547;
1.09829;3.61384;1.71588;
1.09839;3.61342;1.71547;
1.09849;3.61384;1.71588;
1.09859;3.61342;1.71547;
1.09869;3.61384;1.71588;
1.09879;3.61342;1.71547;
1.09889;3.61384;1.71588;
1.09899;3.61342;1.71547;
1.09909;3.61384;1.71588;
1.09919;3.61342;1.71547;
1.09929;3.61384;1.71588;
1.09939;3.61342;1.71547;
1.09949;3.61384;1.71588;
1.09959;3.61342;1.71547;
1.09969;3.61384;1.71588;
1.09979;3.61342;1.71547;
1.09989;3.61384;1.71588;
1.09999;3.61342;1.71547;
1.10009;3.61384;1.71588;
1.10019;3.61342;1.71547;
1.10029;3.61384;1.71588;
1.10039;3.61342;1.71547;
1.10049;3.61384;1.71588;
1.10059;3.61342;1.71547;
1.10069;3.61384;1.71588;
1.10079;3.61342;1.71547;
1.10089;3.61384;1.71588;
1.10099;3.61342;1.71547;
1.10109;3.61384;1.71588;
1.10119;3.61342;1.71547;
1.10129;3.61384;1.71588;
1.10139;3.61342;1.71547;
1.10149;3.61384;1.71588;
1.10159;3.61342;1.71547;
1.10169;3.61384;1.71588;
1.10179;3.61342;1.71547;
1.10189;3.61384;1.71588;
1.10199;3.61342;1.71547;
1.10209;3.61384;1.71588;
1.10219;3.61342;1.71547;
1.10229;3.61384;1.71588;
1.10239;3.61342;1.71547;
1.10249;3.61384;1.71588;
1.10259;3.61342;1.71547;
1.10269;3.61384;1.71588;
1.10279;3.61342;1.71547;
1.10289;3.61384;1.71588;
1.10299;3.61342;1.71547;
1.10309;3.61384;1.71588;
1.10319;3.61342;1.71547;
1.10329;3.61384;1.71588;
1.10339;3.61342;1.71547;
1.10349;3.61384;1.71588;
1.10359;3.61342;1.71547;
1.10369;3.61384;1.71588;
1.10379;3.61342;1.71547;
1.10389;3.61384;1.71588;
1.10399;3.61342;1.71547;
1.10409;3.61384;1.71588;
1.10419;3.61342;1.71547;
1.10429;3.61384;1.71588;
1.10439;3.61342;1.71547;
1.10449;3.61384;1.71588;
1.10459;3.61342;1.71547;
1.10469;3.61384;1.71588;
1.10479;3.61342;1.71547;
1.10489;3.61384;1.71588;
1.10499;3.61342;1.71547;
1.10509;3.61384;1.71588;
1.10519;3.61342;1.71547;
1.10529;3.61384;1.71588;
1.10539;3.61342;1.71547;
1.10549;3.61384;1.71588;
1.10559;3.61342;1.71547;
1.10569;3.61384;1.71588;
1.10579;3.61342;1.71547;
1.10589;3.61384;1.71588;
1.10599;3.61342;1.71547;
1.10609;3.61384;1.71588;
1.10619;3.61342;1.71547;
1.10629;3.61384;1.71588;
1.10639;3.61342;1.71547;
1.10649;3.61384;1.71588;
1.10659;3.61342;1.71547;
1.10669;3.61384;1.71588;
1.10679;3.61342;1.71547;
1.10689;3.61384;1.71588;
1.10699;3.61342;1.71547;
1.10709;3.61384;1.71588;
1.10719;3.61342;1.71547;
1.10729;3.61384;1.71588;
1.10739;3.61342;1.71547;
1.10749;3.61384;1.71588;
1.10759;3.61342;1.71547;
1.10769;3.61384;1.71588;
1.10779;3.61342;1.71547;
1.10789;3.61384;1.71588;
1.10799;3.61342;1.71547;
1.10809;3.61384;1.71588;
1.10819;3.61342;1.71547;
1.10829;3.61384;1.71588;
1.10839;3.61342;1.71547;
1.10849;3.61384;1.71588;
1.10859;3.61342;1.71547;
1.10869;3.61384;1.71588;
1.10879;3.61342;1.71547;
1.10889;3.61384;1.71588;
1.10899;3.61342;1.71547;
1.10909;3.61384;1.71588;
1.10919;3.61342;1.71547;
1.10929;3.61384;1.71588;
1.10939;3.61342;1.71547;
1.10949;3.61384;1.71588;
1.10959;3.61342;1.71547;
1.10969;3.61384;1.71588;
1.10979;3.61342;1.71547;
1.10989;3.61384;1.71588;
1.10999;3.61342;1.71547;
1.11009;3.61384;1.71588;
1.11019;3.61342;1.71547;
1.11029;3.61384;1.71588;
1.11039;3.61342;1.71547;
1.11049;3.61384;1.71588;
1.11059;3.61342;1.71547;
1.11069;3.61384;1.71588;
1.11079;3.61342;1.71547;
1.11089;3.61384;1.71588;
1.11099;3.61342;1.71547;
1.11109;3.61384;1.71588;
1.11119;3.61342;1.71547;
1.11129;3.61384;1.71588;
1.11139;3.61342;1.71547;
1.11149;3.61384;1.71588;
1.11159;3.61342;1.71547;
1.11169;3.61384;1.71588;
1.11179;3.61342;1.71547;
1.11189;3.61384;1.71588;
1.11199;3.61342;1.71547;
1.11209;3.61384;1.71587;
1.11219;3.61342;1.71547;
1.11229;3.61384;1.71587;
1.11239;3.61342;1.71547;
1.11249;3.61384;1.71587;
1.11259;3.61342;1.71547;
1.11269;3.61384;1.71587;
1.11279;3.61342;1.71547;
1.11289;3.61384;1.71587;
1.11299;3.61342;1.71547;
1.11309;3.61384;1.71587;
1.11319;3.61342;1.71547;
1.11329;3.61384;1.71587;
1.11339;3.61342;1.71547;
1.11349;3.61384;1.71587;
1.11359;3.61342;1.71547;
1.11369;3.61384;1.71587;
1.11379;3.61342;1.71548;
1.11389;3.61384;1.71587;
1.11399;3.61342;1.71548;
1.11409;3.61384;1.71587;
1.11419;3.61342;1.71548;
1.11429;3.61384;1.71587;
1.11439;3.61342;1.71548;
1.11449;3.61384;1.71587;
1.11459;3.61342;1.71548;
1.11469;3.61384;1.71587;
1.11479;3.61342;1.71548;
1.11489;3.61384;1.71587;
1.11499;3.61342;1.71548;
1.11509;3.61384;1.71587;
1.11519;3.61342;1.71548;
1.11529;3.61384;1.71587;
1.11539;3.61342;1.71548;
1.11549;3.61384;1.71587;
1.11559;3.61342;1.71548;
1.11569;3.61384;1.71587;
1.11579;3.61342;1.71548;
1.11589;3.61384;1.71587;
1.11599;3.61342;1.71548;
1.11609;3.61384;1.71587;
1.11619;3.61342;1.71548;
1.11629;3.61384;1.71587;
1.11639;3.61342;1.71548;
1.11649;3.61384;1.71587;
1.11659;3.61342;1.71548;
1.11669;3.61384;1.71587;
1.11679;3.61342;1.71548;
1.11689;3.61384;1.71587;
1.11699;3.61342;1.71548;
1.11709;3.61384;1.71587;
1.11719;3.61342;1.71548;
1.11729;3.61384;1.71587;
1.11739;3.61342;1.71548;
1.11749;3.61384;1.71587;
1.11759;3.61342;1.71548;
1.11769;3.61384;1.71587;
1.11779;3.61342;1.71548;
1.11789;3.61384;1.71587;
1.11799;3.61342;1.71548;
1.11809;3.61384;1.71587;
1.11819;3.61342;1.71548;
1.11829;3.61384;1.71587;
1.11839;3.61342;1.71548;
1.11849;3.61384;1.71587;
1.11859;3.61342;1.71548;
1.11869;3.61384;1.71587;
1.11879;3.61342;1.71548;
1.11889;3.61384;1.71587;
1.11899;3.61342;1.71548;
1.11909;3.61384;1.71587;
1.11919;3.61342;1.71548;
1.11929;3.61384;1.71587;
1.11939;3.61342;1.71548;
1.11949;3.61384;1.71587;
1.11959;3.61342;1.71548;
1.11969;3.61384;1.71587;
1.11979;3.61342;1.71548;
1.11989;3.61384;1.71587;
1.11999;3.61342;1.71548;
1.12009;3.61384;1.71587;
1.12019;3.61342;1.71548;
1.12029;3.61384;1.71587;
1.12039;3.61342;1.71548;
1.12049;3.61384;1.71587;
1.12059;3.61342;1.71548;
1.12069;3.61384;1.71587;
1.12079;3.61342;1.71548;
1.12089;3.61384;1.71587;
1.12099;3.61342;1.71548;
1.12109;3.61384;1.71587;
1.12119;3.61342;1.71548;
1.12129;3.61384;1.71587;
1.12139;3.61342;1.71548;
1.12149;3.61384;1.71587;
1.12159;3.61342;1.71548;
1.12169;3.61384;1.71587;
1.12179;3.61342;1.71548;
1.12189;3.61384;1.71587;
1.12199;3.61342;1.71548;
1.12209;3.61384;1.71587;
1.12219;3.61342;1.71548;
1.12229;3.61384;1.71587;
1.12239;3.61342;1.71548;
1.12249;3.61384;1.71587;
1.12259;3.61342;1.71548;
1.12269;3.61384;1.71587;
1.12279;3.61342;1.71548;
1.12289;3.61384;1.71587;
1.12299;3.61342;1.71548;
1.12309;3.61384;1.71587;
1.12319;3.61342;1.71548;
1.12329;3.61384;1.71587;
1.12339;3.61342;1.71548;
1.12349;3.61384;1.71587;
1.12359;3.61342;1.71548;
1.12369;3.61384;1.71587;
1.12379;3.61342;1.71548;
1.12389;3.61384;1.71587;
1.12399;3.61342;1.71548;
1.12409;3.61384;1.71587;
1.12419;3.61342;1.71548;
1.12429;3.61384;1.71587;
1.12439;3.61342;1.71548;
1.12449;3.61384;1.71587;
1.12459;3.61342;1.71548;
1.12469;3.61384;1.71587;
1.12479;3.61342;1.71548;
1.12489;3.61384;1.71587;
1.12499;3.61342;1.71548;
1.12509;3.61384;1.71587;
1.12519;3.61342;1.71548;
1.12529;3.61384;1.71587;
1.12539;3.61342;1.71548;
1.12549;3.61384;1.71587;
1.12559;3.61342;1.71548;
1.12569;3.61384;1.71587;
1.12579;3.61342;1.71548;
1.12589;3.61384;1.71587;
1.12599;3.61342;1.71548;
1.12609;3.61384;1.71587;
1.12619;3.61342;1.71548;
1.12629;3.61384;1.71587;
1.12639;3.61342;1.71548;
1.12649;3.61384;1.71587;
1.12659;3.61342;1.71548;
1.12669;3.61384;1.71587;
1.12679;3.61342;1.71548;
1.12689;3.61384;1.71587;
1.12699;3.61342;1.71548;
1.12709;3.61384;1.71587;
1.12719;3.61342;1.71548;
1.12729;3.61384;1.71587;
1.12739;3.61342;1.71548;
1.12749;3.61384;1.71587;
1.12759;3.61342;1.71548;
1.12769;3.61384;1.71587;
1.12779;3.61342;1.71548;
1.12789;3.61384;1.71587;
1.12799;3.61342;1.71548;
1.12809;3.61384;1.71587;
1.12819;3.61342;1.71548;
1.12829;3.61384;1.71587;
1.12839;3.61342;1.71548;
1.12849;3.61384;1.71587;
1.12859;3.61342;1.71548;
1.12869;3.61384;1.71587;
1.12879;3.61343;1.71548;
1.12889;3.61384;1.71587;
1.12899;3.61343;1.71548;
1.12909;3.61384;1.71587;
1.12919;3.61343;1.71548;
1.12929;3.61383;1.71587;
1.12939;3.61343;1.71548;
1.12949;3.61383;1.71587;
1.12959;3.61343;1.71548;
1.12969;3.61383;1.71587;
1.12979;3.61343;1.71548;
1.12989;3.61383;1.71587;
1.12999;3.61343;1.71548;
1.13009;3.61383;1.71587;
1.13019;3.61343;1.71548;
1.13029;3.61383;1.71587;
1.13039;3.61343;1.71548;
1.13049;3.61383;1.71587;
1.13059;3.61343;1.71548;
1.13069;3.61383;1.71587;
1.13079;3.61343;1.71548;
1.13089;3.61383;1.71587;
1.13099;3.61343;1.71548;
1.13109;3.61383;1.71587;
1.13119;3.61343;1.71548;
1.13129;3.61383;1.71587;
1.13139;3.61343;1.71548;
1.13149;3.61383;1.71587;
1.13159;3.61343;1.71548;
1.13169;3.61383;1.71587;
1.13179;3.61343;1.71548;
1.13189;3.61383;1.71587;
1.13199;3.61343;1.71548;
1.13209;3.61383;1.71587;
1.13219;3.61343;1.71548;
1.13229;3.61383;1.71587;
1.13239;3.61343;1.71548;
1.13249;3.61383;1.71587;
1.13259;3.61343;1.71548;
1.13269;3.61383;1.71587;
1.13279;3.61343;1.71548;
1.13289;3.61383;1.71587;
1.13299;3.61343;1.71548;
1.13309;3.61383;1.71587;
1.13319;3.61343;1.71548;
1.13329;3.61383;1.71587;
1.13339;3.61343;1.71548;
1.13349;3.61383;1.71587;
1.13359;3.61343;1.71548;
1.13369;3.61383;1.71587;
1.13379;3.61343;1.71548;
1.13389;3.61383;1.71587;
1.13399;3.61343;1.71548;
1.13409;3.61383;1.71587;
1.13419;3.61343;1.71548;
1.13429;3.61383;1.71587;
1.13439;3.61343;1.71548;
1.13449;3.61383;1.71587;
1.13459;3.61343;1.71548;
1.13469;3.61383;1.71587;
1.13479;3.61343;1.71548;
1.13489;3.61383;1.71587;
1.13499;3.61343;1.71548;
1.13509;3.61383;1.71587;
1.13519;3.61343;1.71548;
1.13529;3.61383;1.71587;
1.13539;3.61343;1.71548;
1.13549;3.61383;1.71587;
1.13559;3.61343;1.71548;
1.13569;3.61383;1.71587;
1.13579;3.61343;1.71548;
1.13589;3.61383;1.71587;
1.13599;3.61343;1.71548;
1.13609;3.61383;1.71587;
1.13619;3.61343;1.71548;
1.13629;3.61383;1.71587;
1.13639;3.61343;1.71548;
1.13649;3.61383;1.71587;
1.13659;3.61343;1.71548;
1.13669;3.61383;1.71587;
1.13679;3.61343;1.71548;
1.13689;3.61383;1.71587;
1.13699;3.61343;1.71548;
1.13709;3.61383;1.71587;
1.13719;3.61343;1.71548;
1.13729;3.61383;1.71587;
1.13739;3.61343;1.71548;
1.13749;3.61383;1.71587;
1.13759;3.61343;1.71548;
1.13769;3.61383;1.71587;
1.13779;3.61343;1.71548;
1.13789;3.61383;1.71587;
1.13799;3.61343;1.71548;
1.13809;3.61383;1.71587;
1.13819;3.61343;1.71548;
1.13829;3.61383;1.71587;
1.13839;3.61343;1.71548;
1.13849;3.61383;1.71587;
1.13859;3.61343;1.71548;
1.13869;3.61383;1.71587;
1.13879;3.61343;1.71548;
1.13889;3.61383;1.71587;
1.13899;3.61343;1.71548;
1.13909;3.61383;1.71587;
1.13919;3.61343;1.71548;
1.13929;3.61383;1.71587;
1.13939;3.61343;1.71548;
1.13949;3.61383;1.71587;
1.13959;3.61343;1.71548;
1.13969;3.61383;1.71587;
1.13979;3.61343;1.71548;
1.13989;3.61383;1.71587;
1.13999;3.61343;1.71548;
1.14009;3.61383;1.71587;
1.14019;3.61343;1.71548;
1.14029;3.61383;1.71587;
1.14039;3.61343;1.71548;
1.14049;3.61383;1.71587;
1.14059;3.61343;1.71548;
1.14069;3.61383;1.71587;
1.14079;3.61343;1.71548;
1.14089;3.61383;1.71587;
1.14099;3.61343;1.71548;
1.14109;3.61383;1.71587;
1.14119;3.61343;1.71548;
1.14129;3.61383;1.71587;
1.14139;3.61343;1.71548;
1.14149;3.61383;1.71587;
1.14159;3.61343;1.71548;
1.14169;3.61383;1.71587;
1.14179;3.61343;1.71548;
1.14189;3.61383;1.71587;
1.14199;3.61343;1.71548;
1.14209;3.61383;1.71587;
1.14219;3.61343;1.71548;
1.14229;3.61383;1.71587;
1.14239;3.61343;1.71548;
1.14249;3.61383;1.71587;
1.14259;3.61343;1.71548;
1.14269;3.61383;1.71587;
1.14279;3.61343;1.71548;
1.14289;3.61383;1.71587;
1.14299;3.61343;1.71548;
1.14309;3.61383;1.71587;
1.14319;3.61343;1.71548;
1.14329;3.61383;1.71587;
1.14339;3.61343;1.71548;
1.14349;3.61383;1.71587;
1.14359;3.61343;1.71548;
1.14369;3.61383;1.71587;
1.14379;3.61343;1.71548;
1.14389;3.61383;1.71587;
1.14399;3.61343;1.71548;
1.14409;3.61383;1.71587;
1.14419;3.61343;1.71548;
1.14429;3.61383;1.71587;
1.14439;3.61343;1.71548;
1.14449;3.61383;1.71587;
1.14459;3.61343;1.71548;
1.14469;3.61383;1.71587;
1.14479;3.61343;1.71548;
1.14489;3.61383;1.71587;
1.14499;3.61343;1.71548;
1.14509;3.61383;1.71587;
1.14519;3.61343;1.71548;
1.14529;3.61383;1.71587;
1.14539;3.61343;1.71548;
1.14549;3.61383;1.71587;
1.14559;3.61343;1.71548;
1.14569;3.61383;1.71587;
1.14579;3.61343;1.71548;
1.14589;3.61383;1.71587;
1.14599;3.61343;1.71548;
1.14609;3.61383;1.71587;
1.14619;3.61343;1.71548;
1.14629;3.61383;1.71587;
1.14639;3.61343;1.71548;
1.14649;3.61383;1.71587;
1.14659;3.61343;1.71548;
1.14669;3.61383;1.71587;
1.14679;3.61343;1.71548;
1.14689;3.61383;1.71587;
1.14699;3.61343;1.71548;
1.14709;3.61383;1.71587;
1.14719;3.61343;1.71548;
1.14729;3.61383;1.71587;
1.14739;3.61343;1.71548;
1.14749;3.61383;1.71587;
1.14759;3.61343;1.71548;
1.14769;3.61383;1.71587;
1.14779;3.61343;1.71548;
1.14789;3.61383;1.71587;
1.14799;3.61343;1.71548;
1.14809;3.61383;1.71587;
1.14819;3.61343;1.71548;
1.14829;3.61383;1.71587;
1.14839;3.61343;1.71548;
1.14849;3.61383;1.71587;
1.14859;3.61343;1.71548;
1.14869;3.61383;1.71587;
1.14879;3.61343;1.71548;
1.14889;3.61383;1.71587;
1.14899;3.61343;1.71548;
1.14909;3.61383;1.71587;
1.14919;3.61343;1.71548;
1.14929;3.61383;1.71587;
1.14939;3.61343;1.71548;
1.14949;3.61383;1.71587;
1.14959;3.61343;1.71548;
1.14969;3.61383;1.71587;
1.14979;3.61343;1.71548;
1.14989;3.61383;1.71587;
1.14999;3.61343;1.71548;
1.15009;3.61383;1.71587;
1.15019;3.61343;1.71548;
1.15029;3.61383;1.71587;
1.15039;3.61343;1.71548;
1.15049;3.61383;1.71587;
1.15059;3.61343;1.71548;
1.15069;3.61383;1.71587;
1.15079;3.61343;1.71548;
1.15089;3.61383;1.71587;
1.15099;3.61343;1.71548;
1.15109;3.61383;1.71587;
1.15119;3.61343;1.71548;
1.15129;3.61383;1.71587;
1.15139;3.61343;1.71548;
1.15149;3.61383;1.71587;
1.15159;3.61343;1.71548;
1.15169;3.61383;1.71587;
1.15179;3.61343;1.71548;
1.15189;3.61383;1.71587;
1.15199;3.61343;1.71548;
1.15209;3.61383;1.71587;
1.15219;3.61343;1.71548;
1.15229;3.61383;1.71587;
1.15239;3.61343;1.71548;
1.15249;3.61383;1.71587;
1.15259;3.61343;1.71548;
1.15269;3.61383;1.71587;
1.15279;3.61343;1.71548;
1.15289;3.61383;1.71587;
1.15299;3.61343;1.71548;
1.15309;3.61383;1.71587;
1.15319;3.61343;1.71548;
1.15329;3.61383;1.71587;
1.15339;3.61343;1.71548;
1.15349;3.61383;1.71587;
1.15359;3.61343;1.71548;
1.15369;3.61383;1.71587;
1.15379;3.61343;1.71548;
1.15389;3.61383;1.71587;
1.15399;3.61343;1.71548;
1.15409;3.61383;1.71587;
1.15419;3.61343;1.71548;
1.15429;3.61383;1.71586;
1.15439;3.61343;1.71548;
1.15449;3.61383;1.71586;
1.15459;3.61343;1.71548;
1.15469;3.61383;1.71586;
1.15479;3.61343;1.71548;
1.15489;3.61383;1.71586;
1.15499;3.61343;1.71548;
1.15509;3.61383;1.71586;
1.15519;3.61343;1.71548;
1.15529;3.61383;1.71586;
1.15539;3.61343;1.71548;
1.15549;3.61383;1.71586;
1.15559;3.61343;1.71548;
1.15569;3.61383;1.71586;
1.15579;3.61343;1.71548;
1.15589;3.61383;1.71586;
1.15599;3.61343;1.71548;
1.15609;3.61383;1.71586;
1.15619;3.61343;1.71549;
1.15629;3.61383;1.71586;
1.15639;3.61343;1.71549;
1.15649;3.61383;1.71586;
1.15659;3.61343;1.71549;
1.15669;3.61383;1.71586;
1.15679;3.61343;1.71549;
1.15689;3.61383;1.71586;
1.15699;3.61343;1.71549;
1.15709;3.61383;1.71586;
1.15719;3.61343;1.71549;
1.15729;3.61383;1.71586;
1.15739;3.61343;1.71549;
1.15749;3.61383;1.71586;
1.15759;3.61343;1.71549;
1.15769;3.61383;1.71586;
1.15779;3.61343;1.71549;
1.15789;3.61383;1.71586;
1.15799;3.61343;1.71549;
1.15809;3.61383;1.71586;
1.15819;3.61343;1.71549;
1.15829;3.61383;1.71586;
1.15839;3.61343;1.71549;
1.15849;3.61383;1.71586;
1.15859;3.61343;1.71549;
1.15869;3.61383;1.71586;
1.15879;3.61343;1.71549;
1.15889;3.61383;1.71586;
1.15899;3.61343;1.71549;
1.15909;3.61383;1.71586;
1.15919;3.61343;1.71549;
1.15929;3.61383;1.71586;
1.15939;3.61343;1.71549;
1.15949;3.61383;1.71586;
1.15959;3.61343;1.71549;
1.15969;3.61383;1.71586;
1.15979;3.61343;1.71549;
1.15989;3.61383;1.71586;
1.15999;3.61343;1.71549;
1.16009;3.61383;1.71586;
1.16019;3.61343;1.71549;
1.16029;3.61383;1.71586;
1.16039;3.61343;1.71549;
1.16049;3.61383;1.71586;
1.16059;3.61343;1.71549;
1.16069;3.61383;1.71586;
1.16079;3.61343;1.71549;
1.16089;3.61383;1.71586;
1.16099;3.61343;1.71549;
1.16109;3.61383;1.71586;
1.16119;3.61343;1.71549;
1.16129;3.61383;1.71586;
1.16139;3.61343;1.71549;
1.16149;3.61383;1.71586;
1.16159;3.61343;1.71549;
1.16169;3.61383;1.71586;
1.16179;3.61343;1.71549;
1.16189;3.61383;1.71586;
1.16199;3.61343;1.71549;
1.16209;3.61383;1.71586;
1.16219;3.61343;1.71549;
1.16229;3.61383;1.71586;
1.16239;3.61343;1.71549;
1.16249;3.61383;1.71586;
1.16259;3.61343;1.71549;
1.16269;3.61383;1.71586;
1.16279;3.61343;1.71549;
1.16289;3.61383;1.71586;
1.16299;3.61343;1.71549;
1.16309;3.61383;1.71586;
1.16319;3.61343;1.71549;
1.16329;3.61383;1.71586;
1.16339;3.61343;1.71549;
1.16349;3.61383;1.71586;
1.16359;3.61343;1.71549;
1.16369;3.61383;1.71586;
1.16379;3.61343;1.71549;
1.16389;3.61383;1.71586;
1.16399;3.61343;1.71549;
1.16409;3.61383;1.71586;
1.16419;3.61343;1.71549;
1.16429;3.61383;1.71586;
1.16439;3.61343;1.71549;
1.16449;3.61383;1.71586;
1.16459;3.61343;1.71549;
1.16469;3.61383;1.71586;
1.16479;3.61343;1.71549;
1.16489;3.61383;1.71586;
1.16499;3.61343;1.71549;
1.16509;3.61383;1.71586;
1.16519;3.61343;1.71549;
1.16529;3.61383;1.71586;
1.16539;3.61343;1.71549;
1.16549;3.61383;1.71586;
1.16559;3.61343;1.71549;
1.16569;3.61383;1.71586;
1.16579;3.61343;1.71549;
1.16589;3.61383;1.71586;
1.16599;3.61343;1.71549;
1.16609;3.61383;1.71586;
1.16619;3.61343;1.71549;
1.16629;3.61383;1.71586;
1.16639;3.61343;1.71549;
1.16649;3.61383;1.71586;
1.16659;3.61343;1.71549;
1.16669;3.61383;1.71586;
1.16679;3.61343;1.71549;
1.16689;3.61383;1.71586;
1.16699;3.61343;1.71549;
1.16709;3.61383;1.71586;
1.16719;3.61343;1.71549;
1.16729;3.61383;1.71586;
1.16739;3.61343;1.71549;
1.16749;3.61383;1.71586;
1.16759;3.61343;1.71549;
1.16769;3.61383;1.71586;
1.16779;3.61343;1.71549;
1.16789;3.61383;1.71586;
1.16799;3.61343;1.71549;
1.16809;3.61383;1.71586;
1.16819;3.61343;1.71549;
1.16829;3.61383;1.71586;
1.16839;3.61343;1.71549;
1.16849;3.61383;1.71586;
1.16859;3.61343;1.71549;
1.16869;3.61383;1.71586;
1.16879;3.61343;1.71549;
1.16889;3.61383;1.71586;
1.16899;3.61343;1.71549;
1.16909;3.61383;1.71586;
1.16919;3.61343;1.71549;
1.16929;3.61383;1.71586;
1.16939;3.61343;1.71549;
1.16949;3.61383;1.71586;
1.16959;3.61343;1.71549;
1.16969;3.61383;1.71586;
1.16979;3.61343;1.71549;
1.16989;3.61383;1.71586;
1.16999;3.61343;1.71549;
1.17009;3.61383;1.71586;
1.17019;3.61344;1.71549;
1.17029;3.61383;1.71586;
1.17039;3.61344;1.71549;
1.17049;3.61383;1.71586;
1.17059;3.61344;1.71549;
1.17069;3.61382;1.71586;
1.17079;3.61344;1.71549;
1.17089;3.61382;1.71586;
1.17099;3.61344;1.71549;
1.17109;3.61382;1.71586;
1.17119;3.61344;1.71549;
1.17129;3.61382;1.71586;
1.17139;3.61344;1.71549;
1.17149;3.61382;1.71586;
1.17159;3.61344;1.71549;
1.17169;3.61382;1.71586;
1.17179;3.61344;1.71549;
1.17189;3.61382;1.71586;
1.17199;3.61344;1.71549;
1.17209;3.61382;1.71586;
1.17219;3.61344;1.71549;
1.17229;3.61382;1.71586;
1.17239;3.61344;1.71549;
1.17249;3.61382;1.71586;
1.17259;3.61344;1.71549;
1.17269;3.61382;1.71586;
1.17279;3.61344;1.71549;
1.17289;3.61382;1.71586;
1.17299;3.61344;1.71549;
1.17309;3.61382;1.71586;
1.17319;3.61344;1.71549;
1.17329;3.61382;1.71586;
1.17339;3.61344;1.71549;
1.17349;3.61382;1.71586;
1.17359;3.61344;1.71549;
1.17369;3.61382;1.71586;
1.17379;3.61344;1.71549;
1.17389;3.61382;1.71586;
1.17399;3.61344;1.71549;
1.17409;3.61382;1.71586;
1.17419;3.61344;1.71549;
1.17429;3.61382;1.71586;
1.17439;3.61344;1.71549;
1.17449;3.61382;1.71586;
1.17459;3.61344;1.71549;
1.17469;3.61382;1.71586;
1.17479;3.61344;1.71549;
1.17489;3.61382;1.71586;
1.17499;3.61344;1.71549;
1.17509;3.61382;1.71586;
1.17519;3.61344;1.71549;
1.17529;3.61382;1.71586;
1.17539;3.61344;1.71549;
1.17549;3.61382;1.71586;
1.17559;3.61344;1.71549;
1.17569;3.61382;1.71586;
1.17579;3.61344;1.71549;
1.17589;3.61382;1.71586;
1.17599;3.61344;1.71549;
1.17609;3.61382;1.71586;
1.17619;3.61344;1.71549;
1.17629;3.61382;1.71586;
