time;V(/VCAP);V(/VOUT);
0.0521978;2.56497;3.61137;
0.0522978;2.56619;3.61583;
0.0523978;2.5674;3.61137;
0.0524978;2.56862;3.61583;
0.0525978;2.56983;3.61137;
0.0526978;2.57105;3.61583;
0.0527978;2.57226;3.61137;
0.0528978;2.57348;3.61583;
0.0529978;2.57469;3.61137;
0.0530978;2.5759;3.61583;
0.0531978;2.57711;3.61137;
0.0532978;2.57832;3.61583;
0.0533978;2.57953;3.61137;
0.0534978;2.58074;3.61583;
0.0535978;2.58195;3.61137;
0.0536978;2.58316;3.61583;
0.0537978;2.58437;3.61137;
0.0538978;2.58558;3.61583;
0.0539978;2.58678;3.61137;
0.0540978;2.58799;3.61583;
0.0541978;2.5892;3.61137;
0.0542978;2.5904;3.61583;
0.0543978;2.59161;3.61137;
0.0544978;2.59281;3.61583;
0.0545978;2.59401;3.61137;
0.0546978;2.59522;3.61583;
0.0547978;2.59642;3.61137;
0.0548978;2.59762;3.61583;
0.0549978;2.59882;3.61137;
0.0550978;2.60002;3.61583;
0.0551978;2.60122;3.61137;
0.0552978;2.60242;3.61583;
0.0553978;2.60362;3.61137;
0.0554978;2.60481;3.61583;
0.0555978;2.60601;3.61137;
0.0556978;2.60721;3.61583;
0.0557978;2.6084;3.61137;
0.0558978;2.6096;3.61583;
0.0559978;2.6108;3.61137;
0.0560978;2.61199;3.61583;
0.0561978;2.61318;3.61137;
0.0562978;2.61438;3.61583;
0.0563978;2.61557;3.61137;
0.0564978;2.61676;3.61583;
0.0565978;2.61795;3.61137;
0.0566978;2.61914;3.61583;
0.0567978;2.62033;3.61137;
0.0568978;2.62152;3.61583;
0.0569978;2.62271;3.61137;
0.0570978;2.6239;3.61583;
0.0571978;2.62509;3.61137;
0.0572978;2.62627;3.61583;
0.0573978;2.62746;3.61137;
0.0574978;2.62865;3.61583;
0.0575978;2.62983;3.61137;
0.0576978;2.63102;3.61583;
0.0577978;2.6322;3.61137;
0.0578978;2.63338;3.61583;
0.0579978;2.63457;3.61137;
0.0580978;2.63575;3.61583;
0.0581978;2.63693;3.61137;
0.0582978;2.63811;3.61583;
0.0583978;2.63929;3.61137;
0.0584978;2.64047;3.61583;
0.0585978;2.64165;3.61137;
0.0586978;2.64283;3.61583;
0.0587978;2.64401;3.61137;
0.0588978;2.64519;3.61583;
0.0589978;2.64636;3.61137;
0.0590978;2.64754;3.61583;
0.0591978;2.64872;3.61137;
0.0592978;2.64989;3.61583;
0.0593978;2.65107;3.61137;
0.0594978;2.65224;3.61583;
0.0595978;2.65341;3.61137;
0.0596978;2.65459;3.61583;
0.0597978;2.65576;3.61137;
0.0598978;2.65693;3.61583;
0.0599978;2.6581;3.61137;
0.0600978;2.65927;3.61583;
0.0601978;2.66044;3.61137;
0.0602978;2.66161;3.61583;
0.0603978;2.66278;3.61137;
0.0604978;2.66395;3.61583;
0.0605978;2.66512;3.61137;
0.0606978;2.66628;3.61583;
0.0607978;2.66745;3.61137;
0.0608978;2.66862;3.61583;
0.0609978;2.66978;3.61137;
0.0610978;2.67095;3.61583;
0.0611978;2.67211;3.61137;
0.0612978;2.67327;3.61583;
0.0613978;2.67444;3.61137;
0.0614978;2.6756;3.61583;
0.0615978;2.67676;3.61137;
0.0616978;2.67792;3.61583;
0.0617978;2.67908;3.61137;
0.0618978;2.68024;3.61583;
0.0619978;2.6814;3.61137;
0.0620978;2.68256;3.61583;
0.0621978;2.68372;3.61137;
0.0622978;2.68488;3.61583;
0.0623978;2.68604;3.61137;
0.0624978;2.68719;3.61583;
0.0625978;2.68835;3.61137;
0.0626978;2.6895;3.61583;
0.0627978;2.69066;3.61137;
0.0628978;2.69181;3.61583;
0.0629978;2.69297;3.61137;
