time;I(D1);P(R3);V(/VOUT);V(Net-_D1-K_);
1.73317;0.0052003;0.00892422;3.61407;1.7161;
1.73327;0.00519769;0.00891528;3.61317;1.71524;
1.73337;0.0052003;0.00892422;3.61407;1.7161;
1.73347;0.00519769;0.00891528;3.61317;1.71524;
1.73357;0.0052003;0.00892422;3.61407;1.7161;
1.73367;0.00519769;0.00891528;3.61317;1.71524;
1.73377;0.0052003;0.00892422;3.61407;1.7161;
1.73387;0.00519769;0.00891528;3.61317;1.71524;
1.73397;0.0052003;0.00892422;3.61407;1.7161;
1.73407;0.00519769;0.00891528;3.61317;1.71524;
1.73417;0.0052003;0.00892422;3.61407;1.7161;
1.73427;0.00519769;0.00891528;3.61317;1.71524;
1.73437;0.0052003;0.00892422;3.61407;1.7161;
1.73447;0.00519769;0.00891528;3.61317;1.71524;
1.73457;0.0052003;0.00892422;3.61407;1.7161;
1.73467;0.00519769;0.00891528;3.61317;1.71524;
1.73477;0.0052003;0.00892422;3.61407;1.7161;
1.73487;0.00519769;0.00891529;3.61317;1.71524;
1.73497;0.0052003;0.00892422;3.61407;1.7161;
1.73507;0.00519769;0.00891529;3.61317;1.71524;
1.73517;0.0052003;0.00892422;3.61407;1.7161;
1.73527;0.00519769;0.00891529;3.61317;1.71524;
1.73537;0.0052003;0.00892422;3.61407;1.7161;
1.73547;0.00519769;0.00891529;3.61317;1.71524;
1.73557;0.0052003;0.00892422;3.61407;1.7161;
1.73567;0.00519769;0.00891529;3.61317;1.71524;
1.73577;0.0052003;0.00892422;3.61407;1.7161;
1.73587;0.00519769;0.00891529;3.61317;1.71524;
1.73597;0.0052003;0.00892422;3.61407;1.7161;
1.73607;0.00519769;0.00891529;3.61317;1.71524;
1.73617;0.0052003;0.00892422;3.61407;1.7161;
1.73627;0.00519769;0.00891529;3.61317;1.71524;
1.73637;0.0052003;0.00892422;3.61407;1.7161;
1.73647;0.00519769;0.00891529;3.61317;1.71524;
1.73657;0.0052003;0.00892422;3.61407;1.7161;
1.73667;0.00519769;0.00891529;3.61317;1.71524;
1.73677;0.0052003;0.00892422;3.61407;1.7161;
1.73687;0.00519769;0.00891529;3.61317;1.71524;
1.73697;0.0052003;0.00892422;3.61407;1.7161;
1.73707;0.0051977;0.00891529;3.61317;1.71524;
1.73717;0.0052003;0.00892422;3.61407;1.7161;
1.73727;0.0051977;0.00891529;3.61317;1.71524;
1.73737;0.0052003;0.00892422;3.61407;1.7161;
1.73747;0.0051977;0.00891529;3.61318;1.71524;
1.73757;0.0052003;0.00892422;3.61407;1.7161;
1.73767;0.0051977;0.00891529;3.61318;1.71524;
1.73777;0.0052003;0.00892422;3.61407;1.7161;
1.73787;0.0051977;0.00891529;3.61318;1.71524;
1.73797;0.0052003;0.00892422;3.61407;1.7161;
1.73807;0.0051977;0.00891529;3.61318;1.71524;
1.73817;0.0052003;0.00892422;3.61407;1.7161;
1.73827;0.0051977;0.00891529;3.61318;1.71524;
1.73837;0.0052003;0.00892421;3.61407;1.7161;
1.73847;0.0051977;0.00891529;3.61318;1.71524;
1.73857;0.0052003;0.00892421;3.61407;1.7161;
1.73867;0.0051977;0.00891529;3.61318;1.71524;
1.73877;0.0052003;0.00892421;3.61407;1.7161;
1.73887;0.0051977;0.00891529;3.61318;1.71524;
1.73897;0.0052003;0.00892421;3.61407;1.7161;
1.73907;0.0051977;0.00891529;3.61318;1.71524;
1.73917;0.0052003;0.00892421;3.61407;1.7161;
1.73927;0.0051977;0.00891529;3.61318;1.71524;
1.73937;0.0052003;0.00892421;3.61407;1.7161;
1.73947;0.0051977;0.00891529;3.61318;1.71524;
1.73957;0.0052003;0.00892421;3.61407;1.7161;
1.73967;0.0051977;0.00891529;3.61318;1.71524;
1.73977;0.0052003;0.00892421;3.61407;1.7161;
1.73987;0.0051977;0.00891529;3.61318;1.71524;
1.73997;0.0052003;0.00892421;3.61407;1.7161;
1.74007;0.0051977;0.00891529;3.61318;1.71524;
1.74017;0.0052003;0.00892421;3.61407;1.7161;
1.74027;0.0051977;0.00891529;3.61318;1.71524;
1.74037;0.0052003;0.00892421;3.61407;1.7161;
1.74047;0.0051977;0.00891529;3.61318;1.71524;
1.74057;0.0052003;0.00892421;3.61407;1.7161;
1.74067;0.0051977;0.0089153;3.61318;1.71524;
1.74077;0.0052003;0.00892421;3.61407;1.7161;
1.74087;0.0051977;0.0089153;3.61318;1.71524;
1.74097;0.0052003;0.00892421;3.61407;1.7161;
1.74107;0.0051977;0.0089153;3.61318;1.71524;
1.74117;0.00520029;0.00892421;3.61407;1.7161;
1.74127;0.0051977;0.0089153;3.61318;1.71524;
1.74137;0.00520029;0.00892421;3.61407;1.7161;
1.74147;0.0051977;0.0089153;3.61318;1.71524;
1.74157;0.00520029;0.00892421;3.61407;1.7161;
1.74167;0.0051977;0.0089153;3.61318;1.71524;
1.74177;0.00520029;0.00892421;3.61407;1.7161;
1.74187;0.0051977;0.0089153;3.61318;1.71524;
1.74197;0.00520029;0.00892421;3.61407;1.7161;
1.74207;0.0051977;0.0089153;3.61318;1.71524;
1.74217;0.00520029;0.00892421;3.61407;1.7161;
1.74227;0.0051977;0.0089153;3.61318;1.71524;
1.74237;0.00520029;0.00892421;3.61407;1.7161;
1.74247;0.0051977;0.0089153;3.61318;1.71524;
1.74257;0.00520029;0.00892421;3.61407;1.7161;
1.74267;0.0051977;0.0089153;3.61318;1.71524;
1.74277;0.00520029;0.00892421;3.61407;1.7161;
1.74287;0.0051977;0.0089153;3.61318;1.71524;
1.74297;0.00520029;0.00892421;3.61407;1.7161;
1.74307;0.0051977;0.0089153;3.61318;1.71524;
1.74317;0.00520029;0.00892421;3.61407;1.7161;
1.74327;0.0051977;0.0089153;3.61318;1.71524;
1.74337;0.00520029;0.00892421;3.61407;1.7161;
1.74347;0.0051977;0.0089153;3.61318;1.71524;
1.74357;0.00520029;0.00892421;3.61407;1.7161;
1.74367;0.0051977;0.0089153;3.61318;1.71524;
1.74377;0.00520029;0.00892421;3.61407;1.7161;
1.74387;0.0051977;0.0089153;3.61318;1.71524;
1.74397;0.00520029;0.00892421;3.61407;1.7161;
1.74407;0.0051977;0.0089153;3.61318;1.71524;
1.74417;0.00520029;0.00892421;3.61407;1.7161;
1.74427;0.0051977;0.0089153;3.61318;1.71524;
1.74437;0.00520029;0.0089242;3.61407;1.7161;
1.74447;0.0051977;0.0089153;3.61318;1.71524;
1.74457;0.00520029;0.0089242;3.61407;1.7161;
1.74467;0.0051977;0.0089153;3.61318;1.71524;
1.74477;0.00520029;0.0089242;3.61407;1.7161;
1.74487;0.0051977;0.0089153;3.61318;1.71524;
1.74497;0.00520029;0.0089242;3.61407;1.7161;
1.74507;0.0051977;0.0089153;3.61318;1.71524;
1.74517;0.00520029;0.0089242;3.61407;1.7161;
1.74527;0.0051977;0.0089153;3.61318;1.71524;
1.74537;0.00520029;0.0089242;3.61407;1.7161;
1.74547;0.0051977;0.0089153;3.61318;1.71524;
1.74557;0.00520029;0.0089242;3.61407;1.7161;
1.74567;0.0051977;0.0089153;3.61318;1.71524;
1.74577;0.00520029;0.0089242;3.61407;1.7161;
1.74587;0.0051977;0.0089153;3.61318;1.71524;
1.74597;0.00520029;0.0089242;3.61407;1.7161;
1.74607;0.0051977;0.0089153;3.61318;1.71524;
1.74617;0.00520029;0.0089242;3.61407;1.7161;
1.74627;0.0051977;0.0089153;3.61318;1.71524;
1.74637;0.00520029;0.0089242;3.61407;1.7161;
1.74647;0.0051977;0.0089153;3.61318;1.71524;
1.74657;0.00520029;0.0089242;3.61407;1.7161;
1.74667;0.0051977;0.00891531;3.61318;1.71524;
1.74677;0.00520029;0.0089242;3.61407;1.7161;
1.74687;0.0051977;0.00891531;3.61318;1.71524;
1.74697;0.00520029;0.0089242;3.61407;1.7161;
1.74707;0.0051977;0.00891531;3.61318;1.71524;
1.74717;0.00520029;0.0089242;3.61407;1.7161;
1.74727;0.0051977;0.00891531;3.61318;1.71524;
1.74737;0.00520029;0.0089242;3.61407;1.7161;
1.74747;0.0051977;0.00891531;3.61318;1.71524;
1.74757;0.00520029;0.0089242;3.61407;1.7161;
1.74767;0.0051977;0.00891531;3.61318;1.71524;
1.74777;0.00520029;0.0089242;3.61407;1.7161;
1.74787;0.0051977;0.00891531;3.61318;1.71524;
1.74797;0.00520029;0.0089242;3.61407;1.7161;
1.74807;0.0051977;0.00891531;3.61318;1.71524;
1.74817;0.00520029;0.0089242;3.61407;1.7161;
1.74827;0.0051977;0.00891531;3.61318;1.71524;
1.74837;0.00520029;0.0089242;3.61407;1.7161;
1.74847;0.0051977;0.00891531;3.61318;1.71524;
1.74857;0.00520029;0.0089242;3.61407;1.7161;
1.74867;0.0051977;0.00891531;3.61318;1.71524;
1.74877;0.00520029;0.0089242;3.61407;1.7161;
1.74887;0.0051977;0.00891531;3.61318;1.71524;
1.74897;0.00520029;0.0089242;3.61407;1.7161;
1.74907;0.0051977;0.00891531;3.61318;1.71524;
1.74917;0.00520029;0.0089242;3.61407;1.7161;
1.74927;0.0051977;0.00891531;3.61318;1.71524;
1.74937;0.00520029;0.0089242;3.61407;1.7161;
1.74947;0.0051977;0.00891531;3.61318;1.71524;
1.74957;0.00520029;0.0089242;3.61407;1.7161;
1.74967;0.0051977;0.00891531;3.61318;1.71524;
1.74977;0.00520029;0.0089242;3.61407;1.7161;
1.74987;0.0051977;0.00891531;3.61318;1.71524;
1.74997;0.00520029;0.0089242;3.61407;1.7161;
1.75007;0.0051977;0.00891531;3.61318;1.71524;
1.75017;0.00520029;0.0089242;3.61407;1.7161;
1.75027;0.0051977;0.00891531;3.61318;1.71524;
1.75037;0.00520029;0.00892419;3.61407;1.7161;
1.75047;0.0051977;0.00891531;3.61318;1.71524;
1.75057;0.00520029;0.00892419;3.61407;1.7161;
1.75067;0.0051977;0.00891531;3.61318;1.71524;
1.75077;0.00520029;0.00892419;3.61407;1.7161;
1.75087;0.0051977;0.00891531;3.61318;1.71524;
1.75097;0.00520029;0.00892419;3.61407;1.7161;
1.75107;0.0051977;0.00891531;3.61318;1.71524;
1.75117;0.00520029;0.00892419;3.61407;1.7161;
1.75127;0.0051977;0.00891531;3.61318;1.71524;
1.75137;0.00520029;0.00892419;3.61407;1.7161;
1.75147;0.0051977;0.00891531;3.61318;1.71524;
1.75157;0.00520029;0.00892419;3.61407;1.7161;
1.75167;0.0051977;0.00891531;3.61318;1.71524;
1.75177;0.00520029;0.00892419;3.61407;1.7161;
1.75187;0.0051977;0.00891531;3.61318;1.71524;
1.75197;0.00520029;0.00892419;3.61407;1.7161;
1.75207;0.0051977;0.00891531;3.61318;1.71524;
1.75217;0.00520029;0.00892419;3.61407;1.7161;
1.75227;0.0051977;0.00891531;3.61318;1.71524;
1.75237;0.00520029;0.00892419;3.61407;1.7161;
1.75247;0.0051977;0.00891531;3.61318;1.71524;
1.75257;0.00520029;0.00892419;3.61407;1.7161;
1.75267;0.0051977;0.00891532;3.61318;1.71524;
1.75277;0.00520029;0.00892419;3.61407;1.7161;
1.75287;0.0051977;0.00891532;3.61318;1.71524;
1.75297;0.00520029;0.00892419;3.61407;1.7161;
1.75307;0.0051977;0.00891532;3.61318;1.71524;
1.75317;0.00520029;0.00892419;3.61407;1.7161;
1.75327;0.0051977;0.00891532;3.61318;1.71524;
1.75337;0.00520029;0.00892419;3.61407;1.7161;
1.75347;0.0051977;0.00891532;3.61318;1.71524;
1.75357;0.00520029;0.00892419;3.61407;1.7161;
1.75367;0.0051977;0.00891532;3.61318;1.71524;
1.75377;0.00520029;0.00892419;3.61407;1.7161;
1.75387;0.0051977;0.00891532;3.61318;1.71524;
1.75397;0.00520029;0.00892419;3.61407;1.7161;
1.75407;0.0051977;0.00891532;3.61318;1.71524;
1.75417;0.00520029;0.00892419;3.61407;1.7161;
1.75427;0.0051977;0.00891532;3.61318;1.71524;
1.75437;0.00520029;0.00892419;3.61407;1.7161;
1.75447;0.0051977;0.00891532;3.61318;1.71524;
1.75457;0.00520029;0.00892419;3.61407;1.7161;
1.75467;0.0051977;0.00891532;3.61318;1.71524;
1.75477;0.00520029;0.00892419;3.61407;1.7161;
1.75487;0.0051977;0.00891532;3.61318;1.71524;
1.75497;0.00520029;0.00892419;3.61407;1.7161;
1.75507;0.0051977;0.00891532;3.61318;1.71524;
1.75517;0.00520029;0.00892419;3.61407;1.7161;
1.75527;0.0051977;0.00891532;3.61318;1.71524;
1.75537;0.00520029;0.00892419;3.61407;1.7161;
1.75547;0.0051977;0.00891532;3.61318;1.71524;
1.75557;0.00520029;0.00892419;3.61407;1.7161;
1.75567;0.0051977;0.00891532;3.61318;1.71524;
1.75577;0.00520029;0.00892419;3.61407;1.7161;
1.75587;0.0051977;0.00891532;3.61318;1.71524;
1.75597;0.00520029;0.00892419;3.61407;1.7161;
1.75607;0.0051977;0.00891532;3.61318;1.71524;
1.75617;0.00520029;0.00892419;3.61407;1.71609;
1.75627;0.0051977;0.00891532;3.61318;1.71524;
1.75637;0.00520029;0.00892419;3.61407;1.71609;
1.75647;0.0051977;0.00891532;3.61318;1.71524;
1.75657;0.00520029;0.00892418;3.61407;1.71609;
1.75667;0.0051977;0.00891532;3.61318;1.71524;
1.75677;0.00520029;0.00892418;3.61407;1.71609;
1.75687;0.0051977;0.00891532;3.61318;1.71524;
1.75697;0.00520029;0.00892418;3.61407;1.71609;
1.75707;0.0051977;0.00891532;3.61318;1.71524;
1.75717;0.00520029;0.00892418;3.61407;1.71609;
1.75727;0.0051977;0.00891532;3.61318;1.71524;
1.75737;0.00520029;0.00892418;3.61407;1.71609;
1.75747;0.0051977;0.00891532;3.61318;1.71524;
1.75757;0.00520029;0.00892418;3.61407;1.71609;
1.75767;0.00519771;0.00891532;3.61318;1.71524;
1.75777;0.00520029;0.00892418;3.61407;1.71609;
1.75787;0.00519771;0.00891532;3.61318;1.71524;
1.75797;0.00520029;0.00892418;3.61407;1.71609;
1.75807;0.00519771;0.00891532;3.61318;1.71524;
1.75817;0.00520029;0.00892418;3.61407;1.71609;
1.75827;0.00519771;0.00891532;3.61318;1.71524;
1.75837;0.00520029;0.00892418;3.61407;1.71609;
1.75847;0.00519771;0.00891532;3.61318;1.71524;
1.75857;0.00520029;0.00892418;3.61407;1.71609;
1.75867;0.00519771;0.00891532;3.61318;1.71524;
1.75877;0.00520029;0.00892418;3.61407;1.71609;
1.75887;0.00519771;0.00891533;3.61318;1.71524;
1.75897;0.00520029;0.00892418;3.61407;1.71609;
1.75907;0.00519771;0.00891533;3.61318;1.71524;
1.75917;0.00520029;0.00892418;3.61407;1.71609;
1.75927;0.00519771;0.00891533;3.61318;1.71524;
1.75937;0.00520029;0.00892418;3.61407;1.71609;
1.75947;0.00519771;0.00891533;3.61318;1.71524;
1.75957;0.00520029;0.00892418;3.61407;1.71609;
1.75967;0.00519771;0.00891533;3.61318;1.71524;
1.75977;0.00520029;0.00892418;3.61407;1.71609;
1.75987;0.00519771;0.00891533;3.61318;1.71524;
1.75997;0.00520029;0.00892418;3.61407;1.71609;
1.76007;0.00519771;0.00891533;3.61318;1.71524;
1.76017;0.00520029;0.00892418;3.61407;1.71609;
1.76027;0.00519771;0.00891533;3.61318;1.71524;
1.76037;0.00520029;0.00892418;3.61407;1.71609;
1.76047;0.00519771;0.00891533;3.61318;1.71524;
1.76057;0.00520029;0.00892418;3.61407;1.71609;
1.76067;0.00519771;0.00891533;3.61318;1.71524;
1.76077;0.00520029;0.00892418;3.61407;1.71609;
1.76087;0.00519771;0.00891533;3.61318;1.71524;
1.76097;0.00520029;0.00892418;3.61407;1.71609;
1.76107;0.00519771;0.00891533;3.61318;1.71524;
1.76117;0.00520029;0.00892418;3.61407;1.71609;
1.76127;0.00519771;0.00891533;3.61318;1.71524;
1.76137;0.00520029;0.00892418;3.61407;1.71609;
1.76147;0.00519771;0.00891533;3.61318;1.71524;
1.76157;0.00520029;0.00892418;3.61407;1.71609;
1.76167;0.00519771;0.00891533;3.61318;1.71524;
1.76177;0.00520029;0.00892418;3.61407;1.71609;
1.76187;0.00519771;0.00891533;3.61318;1.71524;
1.76197;0.00520029;0.00892418;3.61407;1.71609;
1.76207;0.00519771;0.00891533;3.61318;1.71524;
1.76217;0.00520028;0.00892418;3.61407;1.71609;
1.76227;0.00519771;0.00891533;3.61318;1.71524;
1.76237;0.00520028;0.00892418;3.61407;1.71609;
1.76247;0.00519771;0.00891533;3.61318;1.71524;
1.76257;0.00520028;0.00892418;3.61407;1.71609;
1.76267;0.00519771;0.00891533;3.61318;1.71524;
1.76277;0.00520028;0.00892417;3.61407;1.71609;
1.76287;0.00519771;0.00891533;3.61318;1.71524;
1.76297;0.00520028;0.00892417;3.61407;1.71609;
1.76307;0.00519771;0.00891533;3.61318;1.71524;
1.76317;0.00520028;0.00892417;3.61407;1.71609;
1.76327;0.00519771;0.00891533;3.61318;1.71524;
1.76337;0.00520028;0.00892417;3.61407;1.71609;
1.76347;0.00519771;0.00891533;3.61318;1.71524;
1.76357;0.00520028;0.00892417;3.61407;1.71609;
1.76367;0.00519771;0.00891533;3.61318;1.71524;
1.76377;0.00520028;0.00892417;3.61407;1.71609;
1.76387;0.00519771;0.00891533;3.61318;1.71524;
1.76397;0.00520028;0.00892417;3.61407;1.71609;
1.76407;0.00519771;0.00891533;3.61318;1.71524;
1.76417;0.00520028;0.00892417;3.61407;1.71609;
1.76427;0.00519771;0.00891533;3.61318;1.71524;
1.76437;0.00520028;0.00892417;3.61407;1.71609;
1.76447;0.00519771;0.00891533;3.61318;1.71524;
1.76457;0.00520028;0.00892417;3.61407;1.71609;
1.76467;0.00519771;0.00891533;3.61318;1.71524;
1.76477;0.00520028;0.00892417;3.61407;1.71609;
1.76487;0.00519771;0.00891534;3.61318;1.71524;
1.76497;0.00520028;0.00892417;3.61407;1.71609;
1.76507;0.00519771;0.00891534;3.61318;1.71524;
1.76517;0.00520028;0.00892417;3.61407;1.71609;
1.76527;0.00519771;0.00891534;3.61318;1.71524;
1.76537;0.00520028;0.00892417;3.61407;1.71609;
1.76547;0.00519771;0.00891534;3.61318;1.71524;
1.76557;0.00520028;0.00892417;3.61407;1.71609;
1.76567;0.00519771;0.00891534;3.61318;1.71524;
1.76577;0.00520028;0.00892417;3.61407;1.71609;
1.76587;0.00519771;0.00891534;3.61318;1.71524;
1.76597;0.00520028;0.00892417;3.61407;1.71609;
1.76607;0.00519771;0.00891534;3.61318;1.71524;
1.76617;0.00520028;0.00892417;3.61407;1.71609;
1.76627;0.00519771;0.00891534;3.61318;1.71524;
1.76637;0.00520028;0.00892417;3.61407;1.71609;
1.76647;0.00519771;0.00891534;3.61318;1.71524;
1.76657;0.00520028;0.00892417;3.61407;1.71609;
1.76667;0.00519771;0.00891534;3.61318;1.71524;
1.76677;0.00520028;0.00892417;3.61407;1.71609;
1.76687;0.00519771;0.00891534;3.61318;1.71524;
1.76697;0.00520028;0.00892417;3.61407;1.71609;
1.76707;0.00519771;0.00891534;3.61318;1.71524;
1.76717;0.00520028;0.00892417;3.61407;1.71609;
1.76727;0.00519771;0.00891534;3.61318;1.71524;
1.76737;0.00520028;0.00892417;3.61407;1.71609;
1.76747;0.00519771;0.00891534;3.61318;1.71524;
1.76757;0.00520028;0.00892417;3.61407;1.71609;
1.76767;0.00519771;0.00891534;3.61318;1.71524;
1.76777;0.00520028;0.00892417;3.61407;1.71609;
1.76787;0.00519771;0.00891534;3.61318;1.71524;
1.76797;0.00520028;0.00892417;3.61407;1.71609;
1.76807;0.00519771;0.00891534;3.61318;1.71524;
1.76817;0.00520028;0.00892417;3.61407;1.71609;
1.76827;0.00519771;0.00891534;3.61318;1.71524;
1.76837;0.00520028;0.00892417;3.61407;1.71609;
1.76847;0.00519771;0.00891534;3.61318;1.71524;
1.76857;0.00520028;0.00892417;3.61407;1.71609;
1.76867;0.00519771;0.00891534;3.61318;1.71524;
1.76877;0.00520028;0.00892417;3.61407;1.71609;
1.76887;0.00519771;0.00891534;3.61318;1.71524;
1.76897;0.00520028;0.00892417;3.61407;1.71609;
1.76907;0.00519771;0.00891534;3.61318;1.71524;
1.76917;0.00520028;0.00892416;3.61407;1.71609;
1.76927;0.00519771;0.00891534;3.61318;1.71524;
1.76937;0.00520028;0.00892416;3.61407;1.71609;
1.76947;0.00519771;0.00891534;3.61318;1.71524;
1.76957;0.00520028;0.00892416;3.61407;1.71609;
1.76967;0.00519771;0.00891534;3.61318;1.71524;
1.76977;0.00520028;0.00892416;3.61407;1.71609;
1.76987;0.00519771;0.00891534;3.61318;1.71524;
1.76997;0.00520028;0.00892416;3.61407;1.71609;
1.77007;0.00519771;0.00891534;3.61318;1.71524;
1.77017;0.00520028;0.00892416;3.61407;1.71609;
1.77027;0.00519771;0.00891534;3.61318;1.71524;
1.77037;0.00520028;0.00892416;3.61407;1.71609;
1.77047;0.00519771;0.00891534;3.61318;1.71524;
1.77057;0.00520028;0.00892416;3.61407;1.71609;
1.77067;0.00519771;0.00891534;3.61318;1.71524;
1.77077;0.00520028;0.00892416;3.61407;1.71609;
1.77087;0.00519771;0.00891534;3.61318;1.71524;
1.77097;0.00520028;0.00892416;3.61407;1.71609;
1.77107;0.00519771;0.00891534;3.61318;1.71524;
1.77117;0.00520028;0.00892416;3.61407;1.71609;
1.77127;0.00519771;0.00891535;3.61318;1.71524;
1.77137;0.00520028;0.00892416;3.61407;1.71609;
1.77147;0.00519771;0.00891535;3.61318;1.71524;
1.77157;0.00520028;0.00892416;3.61407;1.71609;
1.77167;0.00519771;0.00891535;3.61318;1.71524;
1.77177;0.00520028;0.00892416;3.61407;1.71609;
1.77187;0.00519771;0.00891535;3.61318;1.71524;
1.77197;0.00520028;0.00892416;3.61407;1.71609;
1.77207;0.00519771;0.00891535;3.61318;1.71524;
1.77217;0.00520028;0.00892416;3.61407;1.71609;
1.77227;0.00519771;0.00891535;3.61318;1.71524;
1.77237;0.00520028;0.00892416;3.61407;1.71609;
1.77247;0.00519771;0.00891535;3.61318;1.71524;
1.77257;0.00520028;0.00892416;3.61407;1.71609;
1.77267;0.00519771;0.00891535;3.61318;1.71524;
1.77277;0.00520028;0.00892416;3.61407;1.71609;
1.77287;0.00519771;0.00891535;3.61318;1.71525;
1.77297;0.00520028;0.00892416;3.61407;1.71609;
1.77307;0.00519771;0.00891535;3.61318;1.71525;
1.77317;0.00520028;0.00892416;3.61407;1.71609;
1.77327;0.00519771;0.00891535;3.61318;1.71525;
1.77337;0.00520028;0.00892416;3.61407;1.71609;
1.77347;0.00519771;0.00891535;3.61318;1.71525;
1.77357;0.00520028;0.00892416;3.61407;1.71609;
1.77367;0.00519771;0.00891535;3.61318;1.71525;
1.77377;0.00520028;0.00892416;3.61407;1.71609;
1.77387;0.00519771;0.00891535;3.61318;1.71525;
1.77397;0.00520028;0.00892416;3.61407;1.71609;
1.77407;0.00519771;0.00891535;3.61318;1.71525;
1.77417;0.00520028;0.00892416;3.61407;1.71609;
1.77427;0.00519771;0.00891535;3.61318;1.71525;
1.77437;0.00520028;0.00892416;3.61407;1.71609;
1.77447;0.00519771;0.00891535;3.61318;1.71525;
1.77457;0.00520028;0.00892416;3.61407;1.71609;
1.77467;0.00519771;0.00891535;3.61318;1.71525;
1.77477;0.00520028;0.00892416;3.61407;1.71609;
1.77487;0.00519771;0.00891535;3.61318;1.71525;
1.77497;0.00520028;0.00892416;3.61407;1.71609;
1.77507;0.00519771;0.00891535;3.61318;1.71525;
1.77517;0.00520028;0.00892416;3.61407;1.71609;
1.77527;0.00519771;0.00891535;3.61318;1.71525;
1.77537;0.00520028;0.00892416;3.61407;1.71609;
1.77547;0.00519771;0.00891535;3.61318;1.71525;
1.77557;0.00520028;0.00892415;3.61407;1.71609;
1.77567;0.00519771;0.00891535;3.61318;1.71525;
1.77577;0.00520028;0.00892415;3.61407;1.71609;
1.77587;0.00519771;0.00891535;3.61318;1.71525;
1.77597;0.00520028;0.00892415;3.61407;1.71609;
1.77607;0.00519771;0.00891535;3.61318;1.71525;
1.77617;0.00520028;0.00892415;3.61407;1.71609;
1.77627;0.00519771;0.00891535;3.61318;1.71525;
1.77637;0.00520028;0.00892415;3.61407;1.71609;
1.77647;0.00519771;0.00891535;3.61318;1.71525;
1.77657;0.00520028;0.00892415;3.61407;1.71609;
1.77667;0.00519771;0.00891535;3.61318;1.71525;
1.77677;0.00520028;0.00892415;3.61407;1.71609;
1.77687;0.00519771;0.00891535;3.61318;1.71525;
1.77697;0.00520028;0.00892415;3.61407;1.71609;
1.77707;0.00519771;0.00891535;3.61318;1.71525;
1.77717;0.00520028;0.00892415;3.61407;1.71609;
1.77727;0.00519771;0.00891535;3.61318;1.71525;
1.77737;0.00520028;0.00892415;3.61407;1.71609;
1.77747;0.00519771;0.00891536;3.61318;1.71525;
1.77757;0.00520028;0.00892415;3.61407;1.71609;
1.77767;0.00519771;0.00891536;3.61318;1.71525;
1.77777;0.00520028;0.00892415;3.61407;1.71609;
1.77787;0.00519771;0.00891536;3.61318;1.71525;
1.77797;0.00520028;0.00892415;3.61407;1.71609;
1.77807;0.00519771;0.00891536;3.61318;1.71525;
1.77817;0.00520028;0.00892415;3.61407;1.71609;
1.77827;0.00519771;0.00891536;3.61318;1.71525;
1.77837;0.00520028;0.00892415;3.61407;1.71609;
1.77847;0.00519771;0.00891536;3.61318;1.71525;
1.77857;0.00520028;0.00892415;3.61407;1.71609;
1.77867;0.00519771;0.00891536;3.61318;1.71525;
1.77877;0.00520028;0.00892415;3.61407;1.71609;
1.77887;0.00519771;0.00891536;3.61318;1.71525;
1.77897;0.00520028;0.00892415;3.61407;1.71609;
1.77907;0.00519772;0.00891536;3.61318;1.71525;
1.77917;0.00520028;0.00892415;3.61407;1.71609;
1.77927;0.00519772;0.00891536;3.61318;1.71525;
1.77937;0.00520028;0.00892415;3.61407;1.71609;
1.77947;0.00519772;0.00891536;3.61318;1.71525;
1.77957;0.00520028;0.00892415;3.61407;1.71609;
1.77967;0.00519772;0.00891536;3.61318;1.71525;
1.77977;0.00520028;0.00892415;3.61407;1.71609;
1.77987;0.00519772;0.00891536;3.61318;1.71525;
1.77997;0.00520028;0.00892415;3.61407;1.71609;
1.78007;0.00519772;0.00891536;3.61318;1.71525;
1.78017;0.00520028;0.00892415;3.61407;1.71609;
1.78027;0.00519772;0.00891536;3.61318;1.71525;
1.78037;0.00520028;0.00892415;3.61407;1.71609;
1.78047;0.00519772;0.00891536;3.61318;1.71525;
1.78057;0.00520028;0.00892415;3.61407;1.71609;
1.78067;0.00519772;0.00891536;3.61318;1.71525;
1.78077;0.00520028;0.00892415;3.61407;1.71609;
1.78087;0.00519772;0.00891536;3.61318;1.71525;
1.78097;0.00520028;0.00892415;3.61407;1.71609;
1.78107;0.00519772;0.00891536;3.61318;1.71525;
1.78117;0.00520028;0.00892415;3.61407;1.71609;
1.78127;0.00519772;0.00891536;3.61318;1.71525;
1.78137;0.00520028;0.00892415;3.61407;1.71609;
1.78147;0.00519772;0.00891536;3.61318;1.71525;
1.78157;0.00520028;0.00892415;3.61407;1.71609;
1.78167;0.00519772;0.00891536;3.61318;1.71525;
1.78177;0.00520028;0.00892415;3.61407;1.71609;
1.78187;0.00519772;0.00891536;3.61318;1.71525;
1.78197;0.00520028;0.00892414;3.61407;1.71609;
1.78207;0.00519772;0.00891536;3.61318;1.71525;
1.78217;0.00520028;0.00892414;3.61407;1.71609;
1.78227;0.00519772;0.00891536;3.61318;1.71525;
1.78237;0.00520028;0.00892414;3.61407;1.71609;
1.78247;0.00519772;0.00891536;3.61318;1.71525;
1.78257;0.00520028;0.00892414;3.61407;1.71609;
1.78267;0.00519772;0.00891536;3.61318;1.71525;
1.78277;0.00520028;0.00892414;3.61407;1.71609;
1.78287;0.00519772;0.00891536;3.61318;1.71525;
